event_id,site_id,start_date,end_date,peak_date,duration_days,peak_zscore,mean_zscore,detection_methods,vote_count_max,ground_truth_label,ground_truth_confidence,label_source,label_kind,consensus_status,agreement_ratio,judge_models,n_judges,n_valid_judges,rationale,key_evidence,data_gaps,raw_labels,raw_confidences,silver_original
EVT-00110,NWSS_ny_1041_Treatment plant_raw wastewater,2024-07-25,2024-07-25,2024-07-25,1,0.0,0.0,,2,sampling,0.7333,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical follow-up data to support an epidemic. The peak z-score is 0.0, indicating no significant deviation from the mean, and there is no evidence of rainfall or clinical rise. | The event is an isolated spike with no rainfall, flow anomalies, clinical data, or variant shifts to support an alternative explanation.","[""Peak concentration value of 17.2346 with a local change of 5.2643%"", ""No rainfall recorded in the period leading up to the anomaly"", ""The event is flagged as an isolated spike candidate."", ""No significant rainfall was observed during the event period (0.0mm)."", ""Flow rates were below the 90th percentile."", ""No clinical data is available for the event period."", ""No variant shifts were observed."", ""Concentration change of 5.26% in a single day""]","[""Lack of clinical follow-up data to assess hospitalization trends"", ""No nearby sites to compare for regional patterns"", ""Clinical data at the site level is unavailable."", ""Missing hospitalization data"", ""No weather/temperature records"", ""Limited temporal context""]","[""sampling"", ""sampling"", ""sampling""]","[0.8, 0.7, 0.7]",sampling
EVT-00111,NWSS_or_934_Treatment plant_raw wastewater,2020-10-27,2020-10-27,2020-10-27,1,1.20780590512687,1.20780590512687,,2,uncertain,0.6,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event is an isolated spike with a z-score of 1.2078. There is no significant rainfall or high flow. Hospital admissions show a stable trend with only a 9.1% increase, which is below the 20% threshold. No variant data is available for this period, and there are no nearby sites showing a similar trend. | Isolated wastewater signal with no significant environmental or clinical support","[""Peak z-score of 1.2078."", ""No significant rainfall (0.0mm) or high flow (max percentile 0.366)."", ""Hospital admission trend is stable with a 9.1% increase."", ""No rainfall detected (0.0mm)"", ""Flow within normal percentile range (0.359)"", ""Hospitalization trend considered stable"", ""No variant shift detected""]","[""Variant data is missing for the specified period."", ""Limited variant data"", ""No nearby site comparisons""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.6, 0.6]",sampling
EVT-00112,NWSS_or_934_Treatment plant_raw wastewater,2020-11-02,2020-11-04,2020-11-03,3,1.463699343380379,0.8380426178387658,,2,epidemic,0.8833,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical admissions (from 23.0 to 40.75) during the anomaly period, with no significant environmental perturbation (0.0mm rainfall and low flow percentiles). | The hospitalization data shows a significant increase (97.2%) in the 7-day average admissions following the wastewater anomaly. There is no significant rainfall or high flow to suggest an environmental cause. No nearby sites to assess regionality, and no variant data is available.","[""Clinical pre-mean admissions: 23.0, post-mean admissions: 40.75, change of 77.1739%"", ""No significant rainfall or high flow during the anomaly period."", ""Hospital admissions show a 97.2% increase in the 7-day average following the wastewater anomaly."", ""No significant rainfall (0.0mm) during the event period."", ""Flow percentile is low (max 0.257)."", ""Hospitalization 7-day average increased from 18.3 to 43.6 (97.2% increase)"", ""Wastewater signal shows modest but consistent increase (5.59% local change)"", ""No significant rainfall or flow anomalies detected""]","[""No nearby wastewater sites to confirm regional patterns."", ""No variant shift data available."", ""No variant data available for the period."", ""No nearby sites to assess regional trends."", ""No variant data available for this period"", ""Limited nearby site comparison""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.9, 0.85]",epidemic
EVT-00113,NWSS_or_934_Treatment plant_raw wastewater,2020-12-29,2020-12-29,2020-12-29,1,1.2424773910491704,1.2424773910491704,,3,environmental,0.775,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event occurred during a period of high flow (90th+ percentile). There was no significant rainfall. Hospitalizations were stable during the period. No variant shift occurred. | High flow event with discharge percentiles consistently above 0.90, indicating significant hydrological disturbance","[""Flow percentile max last 3d: 0.927"", ""Hospital admission trend: stable"", ""Rain sum mm last 3d: 0.0"", ""Discharge percentiles: 0.927, 0.916, 0.897 (all above 90th percentile)"", ""Daily discharge values range from 48,800 to 56,500 cfs"", ""No significant rainfall or clinical rise detected""]","[""Missing temperature data"", ""No nearby site comparisons available""]","[""uncertain"", ""environmental"", ""environmental""]","[0.5, 0.7, 0.85]",environmental
EVT-00114,NWSS_or_934_Treatment plant_raw wastewater,2021-03-08,2021-03-08,2021-03-08,1,1.8962833771578795,1.8962833771578795,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows an isolated spike in wastewater concentration with no significant clinical rise or environmental perturbation. The hospitalization data indicates a stable trend with no meaningful increase during the anomaly period. | The event is an isolated spike candidate with a local change of -10.5453%. There is no significant rainfall or high flow. The hospitalization trend is stable, and there are no nearby sites showing a similar trend. There is no variant shift.","[""Peak z-score of 1.8963 indicates an isolated spike."", ""No significant rainfall or high flow recorded during the event."", ""Isolated spike candidate"", ""No significant rainfall or high flow"", ""Stable hospitalization trend"", ""No nearby sites with similar trends"", ""No variant shift"", ""Peak z-score of 1.8963 indicates a minor signal""]","[""Lack of clinical follow-up data showing a rise in hospitalizations."", ""No nearby sites to compare for regional patterns."", ""Limited weather data"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00115,NWSS_or_934_Treatment plant_raw wastewater,2021-03-21,2021-03-21,2021-03-21,1,1.6277528410130735,1.6277528410130735,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant clinical rise or environmental perturbation. The hospitalization data indicates a stable trend, and there is no evidence of significant rainfall or flow changes. | The event is an isolated spike with a z-score of 1.63. There is no rainfall or high flow. Hospital admissions show a stable trend with only an 8.3% increase, which is not meaningful. There are no nearby sites with similar trends and no variant shift.","[""Peak wastewater concentration on 2021-03-21 with a z-score of 1.6278."", ""No significant rainfall or flow changes during the anomaly period."", ""Isolated spike candidate is true."", ""No significant rainfall or high flow."", ""Hospital admission trend is stable with only an 8.3% increase."", ""Peak z-score of 1.6278 indicates a minor signal"", ""No significant rainfall or flow perturbation"", ""Hospitalization trend is stable with minimal change""]","[""Lack of clinical follow-up data showing a rise in hospitalizations."", ""No nearby sites showing similar trends."", ""Limited weather data"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00116,NWSS_or_934_Treatment plant_raw wastewater,2021-05-02,2021-05-02,2021-05-02,1,1.3541298988602806,1.3541298988602806,,2,sampling,0.8,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant clinical rise or environmental perturbation. The hospitalization data indicates a stable trend with no increase, supporting the sampling label. | Isolated spike with no significant environmental or clinical support","[""Peak concentration on 2021-05-02 with a z-score of 1.3541."", ""No significant rainfall or high flow recorded during the anomaly period."", ""Peak z-score of 1.3541 indicates a minor signal"", ""No significant rainfall or flow perturbation"", ""Stable hospitalization trend with slight decrease"", ""No regional pattern or nearby site corroboration""]","[""Lack of detailed clinical follow-up data for the specific dates around the anomaly."", ""No nearby sites to compare for regional patterns."", ""Limited weather data"", ""No nearby site comparisons"", ""Incomplete variant tracking""]","[""sampling"", ""uncertain"", ""sampling""]","[0.9, 0.4, 0.7]",sampling
EVT-00117,NWSS_or_934_Treatment plant_raw wastewater,2021-07-29,2021-07-29,2021-07-29,1,1.3265994181045264,1.3265994181045264,,2,epidemic,0.8833,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical hospitalizations (from 36.5 to 65.0) with a percentage change of 78.1%, and no significant environmental perturbation (0.0mm rainfall, low flow). | The event occurred during a period of increasing Delta variant prevalence (B.1.617.2). Hospital admissions in Oregon increased significantly (77.1%) during the two weeks following the wastewater anomaly, with no significant rainfall or high flow to confound the signal.","[""Clinical pre-mean admissions: 36.5, post-mean admissions: 65.0, change: 78.1%"", ""No significant rainfall or high flow during the anomaly period."", ""Hospital admissions increased by 77.1% following the event."", ""Delta variant (B.1.617.2) was dominant and increasing in prevalence."", ""No significant rainfall or high flow was observed."", ""Hospitalization 7-day average rose from 23.3 to 81.3 (77.1% increase)"", ""Delta variant (B.1.617.2) dominant at 96.3% during event period"", ""No significant rainfall or flow anomalies""]","[""No nearby wastewater sites to confirm regional patterns."", ""No variant shift noted during the period."", ""No nearby wastewater site comparisons available"", ""Limited weather data in evidence packet""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.9, 0.85]",epidemic
EVT-00118,NWSS_or_934_Treatment plant_raw wastewater,2021-08-10,2021-08-12,2021-08-12,3,1.832849365727608,1.280864937151786,,2,epidemic,0.8833,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical follow-up (hospitalizations increased from a mean of 80.4 to 109.25, a change of 35.88%) with no significant environmental perturbation (0.0mm rainfall and low flow percentiles). | The hospitalization data shows a clear increasing trend (40.6% increase) following the wastewater anomaly, with no significant rainfall or high flow to explain the increase. The dominant variant is stable.","[""Clinical follow-up increased from a mean of 80.4 to 109.25, a change of 35.88%."", ""No significant rainfall (0.0mm) or high flow (>90th percentile) during the event."", ""Hospital admissions show an increasing trend (40.6%) following the event."", ""No significant rainfall (0.0mm) or high flow (max percentile 0.008) was observed during the event."", ""Hospitalization 7-day average increased from 49.1 to 121.1 (40.6% rise)"", ""Dominant Delta variant (B.1.617.2) at 98.9% proportion"", ""No significant rainfall or flow anomalies""]","[""No nearby wastewater sites to confirm regional patterns."", ""No variant shift noted during the period."", ""No nearby site corroboration"", ""Limited weather data""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.9, 0.85]",epidemic
EVT-00119,NWSS_or_934_Treatment plant_raw wastewater,2021-09-23,2021-09-23,2021-09-23,1,1.8195689400043609,1.8195689400043609,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant environmental or clinical support. Hospitalization data indicates a decreasing trend, and there is no evidence of rainfall or high flow during the event. | The event is an isolated spike with a local change of -14.47%. There is no significant rainfall or high flow. Hospital admissions are decreasing during the period, and there is no variant shift.","[""Peak z-score of 1.8196 indicates an isolated spike."", ""No significant rainfall or high flow recorded during the event."", ""Hospitalization trend is decreasing, with no rise in clinical follow-up."", ""Isolated spike candidate: true"", ""Local change pct vs context: -14.4686"", ""Hospital admission trend: decreasing"", ""Rainfall sum: 0.0mm"", ""Flow percentile max: 0.248""]","[""Lack of nearby site data to confirm regional patterns."", ""No clinical follow-up data indicating a rise in hospitalizations."", ""Limited weather data"", ""No regional wastewater site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00120,NWSS_or_934_Treatment plant_raw wastewater,2021-10-26,2021-10-26,2021-10-26,1,1.91971767653346,1.91971767653346,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The anomaly shows an isolated spike in wastewater concentration with no significant clinical rise or environmental perturbation. The hospitalization data indicates a stable trend with no increase during the event period. | The event is an isolated spike with no rainfall or high flow. Hospital admissions are stable. There are no nearby sites showing a similar trend.,"[""Peak wastewater concentration on 2021-10-26 with a z-score of 1.9197."", ""No significant rainfall or high flow recorded during the event period."", ""Isolated spike candidate is true."", ""No significant rainfall."", ""Flow is not high."", ""Hospital admission trend is stable."", ""Peak z-score of 1.9197 indicates a minor deviation"", ""No significant rainfall or flow perturbation""]","[""Lack of clinical follow-up data showing a rise in hospitalizations."", ""No nearby sites to compare for regional patterns."", ""Limited weather data"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00121,NWSS_or_934_Treatment plant_raw wastewater,2021-12-19,2021-12-20,2021-12-20,2,1.1866393661646748,0.7076578570230684,,2,mixed,0.8,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows a significant rise in clinical follow-up (hospitalizations increased by 42.23%) alongside high flow conditions (95.6 percentile), indicating both epidemic and environmental factors are at play. | The event occurred during a period of variant transition (B.1.617.2 to B.1.1.529) and is associated with a rise in hospital admissions (42.2%). However, there was also high flow (96th percentile) during the event, suggesting a mixed cause.","[""Hospitalizations increased from a pre-mean of 32.17 to a post-mean of 45.75."", ""Flow percentile reached 95.6, indicating significant environmental perturbation."", ""Variant shift from B.1.617.2 to B.1.1.529 occurred around the event date."", ""Hospital admissions increased by 42.2% following the event."", ""High flow (96th percentile) was observed during the event."", ""Flow percentile at 0.956 (high flow)"", ""Clinical admissions increased 42.2%"", ""Variant shift from Delta to Omicron on 2021-12-12""]","[""No specific clinical data from the immediate days following the peak date."", ""Lack of nearby site data to confirm regional patterns."", ""No precipitation data available"", ""No nearby site comparisons""]","[""mixed"", ""mixed"", ""mixed""]","[0.85, 0.7, 0.85]",mixed
EVT-00122,NWSS_or_934_Treatment plant_raw wastewater,2022-04-18,2022-04-18,2022-04-18,1,1.1776699914703652,1.1776699914703652,,2,epidemic,0.85,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical follow-up (hospitalizations increased by 42.53%) with no significant environmental perturbation (0.0mm rainfall and flow below the 90th percentile). | Hospital admissions increased by 21% within 14 days of the anomaly, with no significant rainfall or high flow. The dominant variant was BA.2, with BA.2.12.1 emerging.","[""Clinical follow-up increased by 42.53% from pre-mean to post-mean."", ""No significant rainfall or high flow during the anomaly period."", ""Hospital admissions increased by 21% within 14 days of the anomaly."", ""No significant rainfall (0.0mm) was recorded."", ""Flow was below the 90th percentile."", ""Hospitalization 7-day average increased from 16.4 to 25.6 (42.5% rise)"", ""No significant rainfall or flow anomalies"", ""Consistent wastewater signal with clinical trend""]","[""No nearby site comparisons available"", ""Limited variant tracking details""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.8, 0.85]",epidemic
EVT-00123,NWSS_or_934_Treatment plant_raw wastewater,2022-05-19,2022-05-19,2022-05-19,1,0.7761314017215416,0.7761314017215416,,2,environmental,0.775,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event occurred during a period of high flow (93rd percentile). There was no rainfall, but the high flow alone is sufficient to classify this as environmental. Hospitalizations show a stable trend with only a 7.4% increase, which is not meaningful. | High flow event with discharge percentile near 90th percentile, but no significant clinical rise or variant shift","[""Flow percentile reached 93rd percentile."", ""No significant rainfall was observed."", ""Hospital admission trend is stable with a 7.4% increase."", ""Discharge percentile max of 0.931 (>90th percentile)"", ""No significant rainfall (0.0mm)"", ""Hospitalization trend stable with only 7.38% change"", ""No variant shift detected""]","[""Missing temperature data"", ""No nearby site comparisons""]","[""uncertain"", ""environmental"", ""environmental""]","[0.5, 0.7, 0.85]",environmental
EVT-00124,NWSS_or_934_Treatment plant_raw wastewater,2022-07-19,2022-07-19,2022-07-19,1,1.2258955434486274,1.2258955434486274,,2,sampling,0.6,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event is an isolated spike with a z-score of 1.2259. There is no rainfall or high flow. Hospital admissions are stable. There are no nearby sites with similar trends. | Isolated wastewater signal with no significant environmental or clinical support,"[""Peak z-score is 1.2259."", ""No significant rainfall (0.0mm) or high flow (max percentile 0.244)."", ""Hospital admission trend is stable (-2.4%)."", ""No nearby sites with similar trends."", ""No significant rainfall (0.0mm)"", ""Flow within normal range (24.4th percentile)"", ""Stable hospitalization trend (0.8% minor change)"", ""No regional pattern in nearby sites""]","[""Limited nearby site data"", ""No temperature data provided""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.6, 0.6]",sampling
EVT-00125,NWSS_or_934_Treatment plant_raw wastewater,2022-10-05,2022-10-05,2022-10-05,1,1.6622517230356482,1.6622517230356482,,2,sampling,0.7,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event is an isolated concentration decrease (negative z-score) with no environmental or clinical support. The derived assessment also flags it as an isolated spike candidate. | Isolated wastewater signal with no significant environmental or clinical support,"[""Peak z-score is 1.6623, but the local change vs context is -8.4329%."", ""No significant rainfall or high flow."", ""Hospital admissions are stable."", ""No nearby sites show a similar trend."", ""No significant rainfall (0.0mm)"", ""Flow within normal range (30.5th percentile)"", ""Hospitalization trend stable with minimal change (2.5% increase)"", ""No variant shift detected""]","[""Limited nearby site comparison data"", ""No explicit explanation for wastewater concentration dip""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.7]",sampling
EVT-00126,NWSS_or_934_Treatment plant_raw wastewater,2022-10-31,2022-10-31,2022-10-31,1,1.880020765778564,1.880020765778564,,2,epidemic,0.8167,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical follow-up (hospitalizations increased from a mean of 25.2 to 32.625, a change of 29.46%) with no significant environmental perturbation (0.0mm rainfall and flow below the 90th percentile). | Hospital admissions increased by 29.5% within 14 days of the anomaly, with no significant rainfall or high flow. The dominant variant was BA.5, with emerging variants BF.7 and BQ.1.","[""Clinical pre-mean admissions: 25.2, post-mean admissions: 32.625, change of 29.46%"", ""No significant rainfall (0.0mm) or high flow (>90th percentile) during the event"", ""Hospital admissions increased by 29.5% within 14 days of the anomaly."", ""No significant rainfall (0.0mm) or high flow (58th percentile) was observed."", ""The dominant variant was BA.5, with emerging variants BF.7 and BQ.1."", ""Hospitalization 7-day average increased from 28.9 to 37.0"", ""No significant rainfall or flow anomalies detected"", ""Stable BA.5 variant dominance during the period""]","[""No nearby wastewater sites showing similar trends"", ""No major variant transition reported during this period"", ""Limited nearby site comparison"", ""No explicit variant transition""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.8, 0.75]",epidemic
EVT-00127,NWSS_or_934_Treatment plant_raw wastewater,2022-11-30,2022-11-30,2022-11-30,1,1.903949813331172,1.903949813331172,,2,sampling,0.8,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical rise in hospitalizations. The clinical data indicates a stable trend with a decrease in admissions, supporting the sampling label. | Isolated wastewater signal with no significant environmental or clinical support","[""Peak z-score of 1.9039 indicates an isolated spike."", ""No significant rainfall or high flow during the event period."", ""Peak z-score of 1.9 indicates minor deviation"", ""No significant rainfall or environmental disturbance"", ""Hospitalization trend is stable and slightly declining"", ""No regional pattern in nearby sites""]","[""Lack of clinical follow-up data showing a rise in hospitalizations."", ""No nearby sites showing similar trends."", ""Limited nearby site data"", ""Incomplete weather records""]","[""sampling"", ""uncertain"", ""sampling""]","[0.9, 0.4, 0.7]",sampling
EVT-00128,NWSS_or_934_Treatment plant_raw wastewater,2022-12-27,2022-12-27,2022-12-27,1,1.4240158171935062,1.4240158171935062,,2,sampling,0.5,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence shows a peak in wastewater concentration but no significant clinical rise or environmental perturbation. Hospitalization data indicates a stable trend with a decrease in admissions, and there is no regional pattern or variant shift. Therefore, the cause of the anomaly is unclear. | The wastewater signal shows a small decrease, and the hospitalization data shows a decrease. There is no rainfall, and the flow is not above the 90th percentile. There is no variant shift. There is no evidence to support any label.","[""Peak wastewater concentration observed on 2022-12-27 with a z-score of 1.424."", ""Hospitalization data shows a stable trend with a decrease in admissions during the same period."", ""Wastewater signal shows a small decrease."", ""Hospitalization data shows a decrease."", ""No rainfall."", ""Flow is not above the 90th percentile."", ""No variant shift.""]","[""No significant environmental perturbation (rainfall or flow) is present."", ""Lack of clinical rise to support an epidemic label.""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.5, 0.7]",uncertain
EVT-00129,NWSS_or_934_Treatment plant_raw wastewater,2023-02-13,2023-02-14,2023-02-13,2,1.6774955443991104,1.044863699694083,,3,sampling,0.5,llm_silver_consensus,silver,disagreement,0.3333,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"While there is a notable variant shift to XBB.1.5, clinical data shows a stable trend with no significant rise in hospitalizations. The lack of environmental perturbation and the absence of a clear epidemic signal lead to uncertainty.","[""Variant shift from BQ.1.1 to XBB.1.5 observed."", ""Hospitalization trend is stable with no significant rise.""]","[""No clinical follow-up rise observed."", ""No nearby wastewater sites showing similar trends.""]","[""uncertain"", ""epidemic"", ""sampling""]","[0.5, 0.7, 0.6]",uncertain
EVT-00130,NWSS_or_934_Treatment plant_raw wastewater,2023-03-05,2023-03-05,2023-03-05,1,1.464152459004142,1.464152459004142,,2,sampling,0.7,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event is an isolated peak with a z-score of 1.46. There is no significant rainfall or high flow. Hospital admissions are stable. There are no nearby sites showing a similar trend. | Isolated wastewater signal with no significant environmental or clinical support,"[""Peak z-score of 1.46"", ""No significant rainfall (0.0mm) or high flow (56th percentile)"", ""Hospital admission trend is stable (1.6% change)"", ""Peak z-score of 1.4642 is minimal"", ""No significant rainfall or flow changes"", ""Hospitalization trend is stable with minimal change (+1.6%)"", ""No nearby site corroboration""]","[""Limited weather data"", ""No variant transition detected"", ""No regional wastewater pattern""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.7]",sampling
EVT-00131,NWSS_or_934_Treatment plant_raw wastewater,2023-04-18,2023-04-18,2023-04-18,1,1.8969199930447955,1.8969199930447955,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant clinical rise or environmental perturbation. The hospitalization data indicates a stable trend without a meaningful increase. | The event is an isolated spike with no rainfall or high flow. Hospital admissions show a stable trend with only a 9.4% increase, which is not significant enough to suggest an epidemic.","[""Peak z-score of 1.8969 indicates an isolated spike."", ""No significant rainfall or high flow during the event period."", ""Isolated spike candidate is true."", ""No significant rainfall (0.0mm) or high flow (max percentile 0.816)."", ""Hospital admission trend is stable with a 9.4% increase."", ""Peak z-score of 1.8969 indicates a brief, localized signal"", ""No significant rainfall or environmental perturbation"", ""Hospitalization trend is stable with no meaningful rise""]","[""Lack of clinical follow-up data showing a rise in hospitalizations."", ""No nearby sites showing similar trends."", ""Limited nearby site comparison data"", ""Incomplete weather data for the period""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00132,NWSS_or_934_Treatment plant_raw wastewater,2023-08-28,2023-08-28,2023-08-28,1,0.0,0.0,,2,sampling,0.85,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical follow-up (hospitalizations increased by 27.94%) with no significant environmental perturbation (0mm rainfall, flow below 90th percentile). Additionally, a variant shift occurred to EG.5, supporting the epidemic label. | Hospital admissions increased by 23% during the event window, and a variant shift from XBB.1.16 to EG.5 occurred. There was no significant rainfall or high flow to confound the signal.","[""Clinical follow-up increased by 27.94% from pre-mean to post-mean hospitalizations."", ""No significant rainfall (0mm) or high flow (>90th percentile) during the anomaly period."", ""Hospital admissions increased by 23% during the event window."", ""A variant shift from XBB.1.16 to EG.5 occurred."", ""No significant rainfall or high flow."", ""Hospitalization 7-day average increased from 21.3 to 34.3"", ""Variant shifted from XBB.1.16 to EG.5 on 2023-08-28"", ""No significant environmental perturbation (0mm rainfall, moderate flow)""]","[""No nearby wastewater sites to confirm regional patterns."", ""Limited temperature data available."", ""No nearby site confirmation"", ""Limited temperature data""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.8, 0.85]",epidemic
EVT-00133,NWSS_or_934_Treatment plant_raw wastewater,2024-07-10,2024-07-10,2024-07-10,1,0.0,0.0,,2,uncertain,0.7,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration without any significant environmental perturbation or clinical follow-up data to support an epidemic or mixed label. | The event is an isolated spike with a small sample size (n=2). There is no evidence of environmental factors (rainfall, flow) or clinical follow-up to support an epidemic.","[""Peak concentration value of 17.9592 with a local change of 11.68%"", ""No rainfall or significant hydrological changes during the event period"", ""The event is an isolated spike candidate."", ""No significant rainfall (0.0mm) or high flow (30th percentile)."", ""No hospitalization data available for the period."", ""No rainfall detected (0.0mm)"", ""Flow within normal percentile range (0.303)"", ""No hospitalization data available""]","[""Lack of clinical hospitalization data during the anomaly period"", ""No nearby sites showing similar trends"", ""Hospitalization data is missing."", ""Missing hospitalization data"", ""No variant tracking details"", ""Limited temporal context""]","[""sampling"", ""sampling"", ""sampling""]","[0.8, 0.7, 0.6]",sampling
EVT-00134,NWSS_or_934_Treatment plant_raw wastewater,2024-10-01,2024-10-01,2024-10-01,1,0.0,0.0,,3,sampling,0.8,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical follow-up data to support an epidemic or mixed label. | The event is an isolated concentration decrease with no environmental factors or clinical data to support an epidemic or mixed cause. The derived assessment also flags it as an isolated spike candidate.,"[""Peak value of 15.4363 is lower than the pre-mean of 16.6724 and post-mean of 16.7635, indicating a local change."", ""No rainfall or significant hydrological changes occurred during the event."", ""The event is flagged as an isolated spike candidate."", ""No significant rainfall or high flow is present."", ""No hospitalization data is available for the period."", ""No rainfall detected (0.0mm)"", ""Flow within normal percentile range (0.234)"", ""No hospitalization data available""]","[""No clinical hospitalization data available to assess any potential health impacts."", ""No nearby sites to compare trends."", ""Hospitalization data is missing."", ""Missing hospitalization data"", ""No temperature data provided"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.8]",sampling
